WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030,WT2031,WT2032
342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172,342.5464172
40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612
40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909,40.71596909
2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137,2535.890137
3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799,3993.643799
40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612
40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612,40.33983612
68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239,68.54495239
4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113,4499.266113
69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948,69.35108948
4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953,4551.251953
70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638,70.43728638
502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296
502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296,502.5141296
36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486,36.07170486
37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093
2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373,2861.32373
37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093
37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093,37.53123093
36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801
36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801,36.20042801
3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626
3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626,3553.66626
622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289,622.3071289
670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042,670.5993042
57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443,57.37651443
5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516
5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516,5432.728516
4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289,4917.071289
54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523,54.87604523
128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263
128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263,128.3494263
770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077,770.9179077
86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723,86.24865723
1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229
1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229,1376.860229
1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456
1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456,1094.892456
73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593
73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593,73.17782593
2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699,2637.741699
114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592,114.7381592
66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734
66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734,66.2886734
178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251,178.6126251
1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589,1062.928589
11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785,11162.04785
2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357,2951.641357
7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324,7580.132324
4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113,4369.391113
105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179,105.1993179
3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252,3514.833252
693.465271,693.465271,693.465271,693.465271,693.465271,693.465271,693.465271,693.465271,693.465271,693.465271,693.465271
176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894,176.3109894
6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422
6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422
6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422,6769.107422
10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574
10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574
10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574,10789.88574
1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639,1355.379639
173.903717,173.903717,173.903717,173.903717,173.903717,173.903717,173.903717,173.903717,173.903717,173.903717,173.903717
272.052002,272.052002,272.052002,272.052002,272.052002,272.052002,272.052002,272.052002,272.052002,272.052002,272.052002
869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881
869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881,869.1702881
3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246,3864.427246
40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003,40.78759003
41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422,41.3829422
605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604,605.2818604
6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005
6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005,6.0260005
602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356
6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176
6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176
6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176
602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356
596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356
596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356
596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356
596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356
596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356,596.5740356
8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213,8.143029213
602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356
602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356,602.1365356
6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176,6.082187176
1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833,1879.78833
2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124,2644.52124
69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879,69.91413879
176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778,176.5847778
5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734,5169.802734
52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629,52.22022629
516.880249,516.880249,516.880249,516.880249,516.880249,516.880249,516.880249,516.880249,516.880249,516.880249,516.880249
3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424,3314.409424
1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616,1726.906616
33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565,33.47888565
2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732,2055.125732
4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141,4169.369141
488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797
488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797
488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797
488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797,488.1591797
1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128,1249.531128
5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508
5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508,5991.895508
10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133,10299.86133
12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414,12297.24414
11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633,11374.98633
15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377,15555.6377
16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789,16662.08789
502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747,502.9377747
838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387,838.1296387
10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559
10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559,10044.22559
1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974
1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974,1248.297974
752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236
752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236,752.0167236
10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844,10501.89844
14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488,14061.00488
3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585
3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585,3809.49585
719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744
719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744,719.2437744
9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383,9273.192383
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643,1622.858643
481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347,481.4118347
449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985,449.0346985
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117,441.1870117
14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957,14700.05957
611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095,611.7647095
5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805,5397.674805
11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172,11130.01172
6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666,6937.32666
9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273,9084.905273
5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709,5561.76709
2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125,2965.203125
6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094
6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094,6963.621094
7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742,7284.135742
7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988
7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988,7301.562988
8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227,8079.907227
3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707,3941.074707
9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953,9210.751953
495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439
495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439,495.6812439
537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463,537.6324463
3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982,3102.656982
487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105,487.0183105
7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879,7986.275879
1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568,1337.882568
1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337,1700.970337
5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676,5884.492676
17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555,17810.68555
4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797,4058.091797
17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648,17363.14648
4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473
4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473,4652.209473
9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289,9249.196289
597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121
597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121,597.7224121
10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773,10251.67773
12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305,12997.87305
4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031,4989.832031
567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807
1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304,1444.586304
567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807,567.3101807
6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355,6145.714355
13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377
13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377,13607.6377
495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469,495.1743469
1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824,1293.944824
7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422,7737.982422
10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262,10400.68262
519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521
519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521,519.9759521
6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012,6184.812012
14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785,14372.29785
702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724,702.6516724
12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176,12004.05176
849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321,849.9429321
8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895,8010.816895
632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534
632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534,632.0597534
3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779,3397.998779
694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307,694.3414307
4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273
4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273,4471.780273
11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652
11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652,11869.43652
11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395,11953.79395
